gene_symbol,protein_name,verdict,include_in_analysis,exclusion_category,surface_notes,internalization_notes,therapeutic_window_notes,pk_notes,safety_notes,competition_notes,physiology_notes,oncogenic_notes,isoforms_notes,toolbox_notes,monospecific_feasible,bispecific_rationale,recommended_gating,key_concerns,recommendation,last_updated,updated_by
LY9,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
ITM2B,Integral Membrane Protein 2B (BRI2),Conditional,true,"",Type II TM; C-terminal ~192aa ECD,No data; shedding/processing,Ubiquitous; no tumor-specific overexpression; CNS critical,Extensive furin + ADAM10 shedding,DEMENTIA MUTATIONS (FBD/FDD); synaptic function essential,No ADC programs,,,,,No,N/A,N/A,Dementia mutations; CNS critical; ubiquitous; shedding,EXCLUDED: Dementia gene link + CNS critical,2026-02-04T16:06:06.059987,Disputed: Claude (Excluded) vs Gemini (Conditional) - using positive verdict
PTGFRN,Prostaglandin F2 Receptor Negative Regulator / CD315,Conditional,true,"",Type I TM in tetraspanin microdomains. Large ECD (~800 aa). Sources: UniProt Q9P2B2,VALIDATED: 33B7 and 8C7 show rapid endocytosis. ADC PoC with tumor regression. Sources: PLoS One 2021,Low tissue specificity. Expression in most tissues. Overexpressed in metastatic cancers.,Platelet/plasma expression (320 ng/L) creates sink.,OMIM 601204 - no diseases. Not essential.,No clinical trials. Preclinical ongoing.,,,,,Marginal,AND-gate required. PTGFRN x LGR4 for cervical/ovarian.,AND-gate,Low tissue specificity; blood cell/plasma expression; no clinical programs,CONDITIONAL: Strong internalization validation. AND-gate required.,2026-02-03T21:52:49.930419,P3 batch (Claude+Gemini combined)
SLC3A2,4F2 Cell-Surface Antigen Heavy Chain / CD98hc,Conditional,true,"","Type II TM glycoprotein (~80 kDa). Short intracellular N-terminus, single TM, large glycosylated ECD (~425 aa). Forms obligate heterodimers with LAT1/SLC7A5, xCT/SLC7A11. Cell surface validated via flow cytometry, IF, biotinylation. Sources: UniProt P08195; Nature 2024 cryo-EM","VALIDATED: anti-CD98hc-DM1 efficiently reaches lysosomes in TNBC. 19G4-MMAE shows lysosomal colocalization (LAMP1) within 6h in HNSCC. Clathrin-independent endocytosis via flotillin-1, Arf6. Sources: J Exp Clin Cancer Res 2022, 2015","MAJOR CONCERN: Ubiquitously expressed (kidney, placenta, testis highest). However, highly overexpressed in TNBC, HNSCC, RCC, GBM, pancreatic, CRC with poor prognosis correlation. IHC: tumor +++ vs normal moderate. Sources: Frontiers Oncol 2023; HPA",Membrane-stable with limited shedding. Expressed on activated T/B lymphocytes (not resting). On reticulocytes. Not on platelets. High tumor density.,"ESSENTIAL GENE: SLC3A2 KO is embryonic lethal (E3.5-E9.5). Critical for amino acid transport, redox homeostasis, integrin signaling. Nephrotoxicity and GI toxicity concerns. Sources: Mol Cancer 2013; Sci Rep 2019","IGN523: humanized anti-CD98hc mAb, Phase I completed for AML (modest activity, favorable safety). Preclinical: anti-CD98hc-DM1, 19G4-MMAE. SLC3A2/PD-L1 bispecific ADC in development. Sources: J Exp Clin Cancer Res 2022",,,,,No,"AND-gate absolutely required due to ubiquitous expression and essential gene status. Use as ""internalization engine"" arm with moderate affinity + high-affinity tumor anchor.",AND-gate,Ubiquitous normal expression; essential gene (embryonic lethal KO); activated lymphocyte expression (immunosuppression risk); kidney expression (nephrotoxicity),"CONDITIONAL: Elite internalization chaperone with validated ADC biology and Phase I experience. AND-gate bispecific required. Priority indications: HNSCC, RCC, Bladder.",2026-02-03T21:52:49.930398,P3 batch (Claude+Gemini combined)
CD63,CD63 antigen / Tetraspanin-30 / LAMP-3,Conditional,,"","Tetraspanin (4TM) primarily in late endosomes/lysosomes/MVBs with transient plasma membrane expression. Surface expression increases on cell activation. Ubiquitously expressed on platelets, basophils, monocytes, endothelial cells, fibroblasts. NO tumor selectivity. Sources: UniProt P08962; Human Protein Atlas; PNAS 2003","Among the MOST efficiently internalizing proteins known. GYEVM tyrosine motif mediates rapid clathrin-dependent endocytosis via AP-2/AP-3. Constitutively cycles to lysosomes. Being used as ""sweeper arm"" in bispecific ADCs (HER2×CD63) to enhance delivery of poorly-internalizing antigens. Exceptional lysosomal routing. Sources: Mol Cancer Ther 2016 (de Goeij et al.); J Cell Sci 2011; Creative Biolabs","NO tumor selectivity. Expression decreases during malignant progression (originally melanoma antigen ME491). In CCA and HCC, CD63 is hub gene in inflammatory niche. Sources: Human Protein Atlas; JCI 1993; PMC11157766",Released on exosomes—potential antigen sink. HIGH platelet expression is significant concern. High-affinity anti-CD63 ADC would cause thrombocytopenia and neutropenia. Sources: Nature Communications 2023; Wikipedia,"Deficiency causes Hermansky-Pudlak Syndrome (oculocutaneous albinism, bleeding diathesis, pulmonary fibrosis). Platelet targeting poses thrombocytopenia risk. Sources: JCI 1993; OMIM","HER2×CD63 bispecific ADC demonstrated enhanced lysosomal delivery (Mol Cancer Ther 2016, Genmab/Merus). CD63-based bispecific ADC development services available (Creative Biolabs). Sources: Mol Cancer Ther 2016; Creative Biolabs",,,,,No,"MANDATORY AND-gate—use ONLY as low-affinity internalization-enhancing ""sweeper arm"" paired with tumor-selective antigen. Ultra-low affinity CD63 arm should not bind platelets in circulation, only when anchored to tumor by second arm. Validated in HER2×CD63.",AND-gate,Ubiquitous expression; platelet expression; Hermansky-Pudlak Syndrome; exosomal sink; NO tumor selectivity,"CONDITIONAL - Bispecific sweeper arm ONLY. Exceptional internalization kinetics make it ideal ""engine"" to force lysosomal degradation of poorly-internalizing tumor antigens. Never as primary targeting arm.",2026-02-03T21:15:16.820316,P1 batch import (Claude + Gemini consensus)
TLR1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
ALCAM,Activated Leukocyte Cell Adhesion Molecule (CD166),Conditional,true,"",Type I TM; validated surface,Validated internalization; CX-2009 clinical POC,Ubiquitous expression caused CX-2009 toxicity,ADAM17 shedding creates sALCAM,Ubiquitous expression,CX-2009 clinical experience,,,,,No,AND-gate for differentiation and safety,AND-gate,Shedding; ubiquitous expression; needs differentiation from CX-2009,CONDITIONAL: Bispecific for CX-2009 differentiation,2026-02-04T16:04:06.711927,R5 batch (Claude+Gemini combined)
ENTPD1,,Excluded,false,Endothelial Marker,,,,,Surface marker from NanoString; scRNA-seq (Endothelial),,,,,,No,,N/A,Surface marker from NanoString; scRNA-seq (Endothelial),Excluded: Endothelial Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString; scRNAseq)
TNFRSF9,,Excluded,false,T-cell,,,,,4-1BB/CD137 - TNFR family co-stimulator; blocks survival signaling,,,,,,No,,N/A,4-1BB/CD137 - TNFR family co-stimulator; blocks survival signaling,Excluded: T-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
PTAFR,Platelet-Activating Factor Receptor,Excluded,false,Poor Topology,7-TM GPCR; tiny ECL,High but GPCR,Platelet expression,N/A,Platelet activation risk,Small molecules preferred,,,,,No,N/A,N/A,7-TM GPCR; platelet expression,EXCLUDED: GPCR topology + platelet,2026-02-04T16:04:06.711927,R4 batch (Claude+Gemini combined)
RTN4,,Excluded,false,IDP (Intrinsically Disordered Protein),,,,,Isoform A of Reticulon-4 - 91% disorder,,,,,,No,,N/A,Isoform A of Reticulon-4 - 91% disorder,Excluded: IDP (Intrinsically Disordered Protein),2026-02-02T09:17:53.282929,Migrated from blacklist (IDP)
CCR1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
TNFSF15,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
LRRC15,,Excluded,false,Stromal,,,,,Leucine-rich repeat containing 15 - myofibroblast marker,,,,,,No,,N/A,Leucine-rich repeat containing 15 - myofibroblast marker,Excluded: Stromal,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
IL7R,,Excluded,false,Immune Marker,,,,,Surface marker from NanoString; scRNA-seq (T cell),,,,,,No,,N/A,Surface marker from NanoString; scRNA-seq (T cell),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString; scRNAseq)
DAGLB,Diacylglycerol Lipase Beta,Excluded,false,Intracellular Catalytic Domain,4-TM with N-terminus and CATALYTIC DOMAIN CYTOPLASMIC; serine lipase motifs are intracellular; extracellular loops extremely short (~20 and ~9 aa),No data and no rationale - catalytic domain faces cytoplasm; tiny extracellular loops preclude antibody binding,"High in intrahepatic cholangiocarcinoma BUT also high in bone marrow (HSCs, macrophages) and liver = prohibitive safety profile",Bone marrow and liver expression creates massive sink in highly perfused organs; rapid sequestration prevents tumor accumulation,"CRITICAL: Spastic Paraplegia 50 (autosomal recessive) and Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, Cataract syndrome from LoF; critical for endocannabinoid signaling; BM = myelosuppression; liver = hepatotoxicity",No ADC programs; pharmaceutical interest in small molecule inhibitors for pain and neuroinflammation,,,,,No,N/A - Intracellular catalytic domain fundamentally precludes antibody targeting,N/A,Catalytic domain is INTRACELLULAR; tiny extracellular loops (~20 and ~9 aa); BM expression (myelotoxicity); liver expression (hepatotoxicity); neurological disease from LoF,EXCLUDED: Classic proteomics false positive for ADC development. Intracellular functional domains fundamentally preclude antibody targeting. Small molecules appropriate.,2026-02-03T22:32:49.015248,R3 batch (Claude+Gemini combined)
CD180,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
TRAC,,Excluded,false,Immune Marker,,,,,Surface marker from scRNA-seq (T cell),,,,,,No,,N/A,Surface marker from scRNA-seq (T cell),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (scRNAseq)
KIR3DL1,,Excluded,false,NK-cell,,,,,KIR receptor - NK inhibitory receptor; would ablate NK compartment,,,,,,No,,N/A,KIR receptor - NK inhibitory receptor; would ablate NK compartment,Excluded: NK-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
CDON,Cell Adhesion Molecule-Related/Down-Regulated by Oncogenes,Excluded,false,Tumor suppressor,"Type I TM with large ECD (~1,100 aa) containing 5 Ig-like C2 domains, 3 FN3 repeats - excellent topology; heavily N-glycosylated (11 sites); Hedgehog receptor complex member",CDON-bound SHH undergoes receptor-mediated endocytosis via PTCH1; SHH-containing endosomes internalized at cytoneme contacts; NO direct antibody internalization studies - Hedgehog-dependent mechanism may not apply to antibodies,CRITICAL: Name origin 'Down-regulated by oncogenes' indicates TUMOR SUPPRESSOR pattern - expression LOST in aggressive cancers during transformation; adult expression limited to skeletal muscle,No significant shedding; not on circulating blood cells; low abundance in adult tissues; copy number unknown,Heterozygous mutations cause Holoprosencephaly 11 (HPE11) - brain malformation syndrome; KO mice show cardiac dysfunction with fibrosis via WNT/β-catenin hyperactivation,No ADC or therapeutic programs; research focus on Hedgehog pathway regulation,,,,,No,Not applicable - tumor suppressor biology cannot be overcome with bispecific approach; target is LOST in aggressive tumors,N/A,'Down-regulated by oncogenes' - TUMOR SUPPRESSOR expression pattern (lost in aggressive cancers); no antibody internalization data; OMIM HPE11 indicates developmental importance,Do not advance - tumor suppressor expression pattern makes CDON fundamentally poor ADC target; target would be absent in clinically important tumor populations,2026-02-03T22:22:08.086293,R2 Batch Processing (Claude+Gemini)
CR2,,Excluded,false,B-cell,,,,,CD21 - complement receptor 2; MCP-counter B-cell marker,,,,,,No,,N/A,CD21 - complement receptor 2; MCP-counter B-cell marker,Excluded: B-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
B4GALT1,"Beta-1,4-galactosyltransferase 1",Excluded,false,Poor Topology,"Type II TM, primarily GOLGI-localized enzyme with limited plasma membrane expression. Can translocate to cell surface in cancer where it acts as ECM receptor or modifies MDR glycans. BUT: surface density (vs Golgi pool) is the critical unknown—likely LOW. Sources: UniProt P08037; UniProt P15291","Functions as glycosyltransferase enzyme, NOT internalizing receptor. No internalization data. Sources: Literature",High expression correlates with poor prognosis in bladder and kidney cancer. But primarily intracellular. Sources: PMC5078046; PMC10259029,Shorter transcript encodes soluble/secreted form—shedding concern. Sources: UniProt P08037,Loss-of-function causes Congenital Disorder of Glycosylation type IId (CDGIId)—severe neurologic disease. Sources: OMIM 607091,None—target unsuitable. Sources: N/A,,,,,No,N/A - Golgi-localized enzyme with low surface expression and no internalization data.,N/A,Golgi-localized ectoenzyme; shed/secreted form; no internalization data; severe neurologic genetic disease,"EXCLUDED - Both models agree (Gemini: ""Experimental""/Low priority). Golgi enzyme fails ADC requirements.",2026-02-03T21:15:16.820337,P1 batch import (Claude + Gemini consensus: Excluded)
MST1R,Macrophage Stimulating 1 Receptor (RON),Recommended,true,"",Type I TM RTK; disulfide-linked heterodimer ~185 kDa,VALIDATED ADC POC; multiple constructs,64% HNSCC (Priority 1); mesothelioma (Priority 1); myeloid expression concern,Soluble RON variants sRON1-4,"Myeloid expression; prior Narnatumab failure (technical, not biology)",Narnatumab terminated; novel ADC opportunity,,,,,Marginal,AND-gate spares normal myeloid; RON×EGFR for HNSCC,AND-gate,Myeloid expression; splice variants; prior clinical failure (addressable),RECOMMENDED: Validated ADC biology; priority indication coverage,2026-02-04T16:04:06.711927,R7 batch (Claude+Gemini combined)
CLEC4E,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
DSG2,Desmoglein-2 (Desmosomal glycoprotein),Excluded,false,Essential gene / Cardiac toxicity,Type I TM with large ECD (~600 aa) containing 4 cadherin repeats; CRITICAL: primarily sequestered within desmosomes at cell-cell junctions limiting antibody access,K6-1-DOX ADC PoC demonstrates pH-dependent endosomal release; pemphigus autoantibodies cause receptor clustering and lipid raft-mediated endocytosis,"LIMITED - ubiquitous in desmosome-forming tissues; HIGH cardiac expression (intercalated discs of cardiomyocytes); intestinal epithelia, skin",SIGNIFICANT SHEDDING by MMP9 and ADAM10 generating soluble sDsg2 fragments (25-100 kDa); increases with pro-inflammatory cytokines,"CRITICAL CARDIAC CONCERN - DSG2 mutations cause ARVD10 cardiomyopathy (~10% of ACM cases); fibrofatty replacement of cardiac myocytes, ventricular arrhythmias, sudden cardiac death","One preclinical ADC study (K6-1-DOX) for eliminating pluripotent stem cells, not cancer; no clinical programs",,,,,No,Not applicable - cardiac toxicity risk and desmosome accessibility issues preclude development; even bispecific gating cannot achieve perfect cardiac avoidance needed,N/A,Primarily sequestered in desmosomes - poor accessibility; HIGH cardiac expression with ARVD cardiomyopathy from mutations; significant ectodomain shedding,Do not advance - desmosome sequestration + critical cardiac expression with genetic evidence of cardiomyopathy from LoF makes DSG2 unsuitable,2026-02-03T22:14:35.468201,R1 Batch Processing (Claude+Gemini)
