gene1,gene2,error,error_type,timestamp
MUC17,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:55.722022
MUC17,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:56.957353
MUC17,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:57.284629
MUC17,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:57.846936
MUC17,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:57.948959
MUC5AC,NCAM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.066581
MUC5AC,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.167458
MUC5AC,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.339168
MUC5AC,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.441280
MUC5AC,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.541404
MUC5AC,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.644963
MUC5AC,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.748647
MUC5AC,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.869569
MUC5AC,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:58.971239
MUC5AC,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.069793
MUC5AC,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.187225
MUC5AC,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.305371
MUC5AC,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.405365
MUC5AC,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.507325
MUC5AC,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.607239
MUC5AC,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.707578
MUC5AC,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.810487
MUC5AC,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:59.912757
MUC5AC,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.067056
MUC5AC,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.184581
MUC5AC,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.320464
MUC5AC,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.420422
MUC5AC,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.522300
MUC5AC,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.623748
MUC5AC,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.726268
MUC5AC,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.827369
MUC5AC,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:00.929060
MUC5AC,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.029550
MUC5AC,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.131183
MUC5AC,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.252374
MUC5AC,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.404249
MUC5AC,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.503012
MYC,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.639841
MYC,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.757491
MYC,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.859605
MYC,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:01.961002
MYC,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:02.060147
MYC,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:02.161239
MYC,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:02.279347
MYC,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:02.398493
MYC,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:02.499956
NCAM1,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:02.635804
NCAM1,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:02.737669
NCAM1,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:03.070791
NCAM1,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:04.333052
NCAM1,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:04.668423
NCAM1,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:05.238430
NCAM1,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:05.343047
NCL,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:05.446966
NCL,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:05.621837
NCL,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:05.726174
NCL,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:05.829879
NCL,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:05.933945
NCL,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.037200
NCL,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.158134
NCL,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.269988
NCL,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.374621
NCL,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.495536
NCL,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.617748
NCL,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.721945
NCL,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.826554
NCL,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:06.929810
NCL,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.032537
NCL,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.134845
NCL,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.238442
NCL,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.395227
NCL,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.516315
NCL,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.654529
NCL,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.758005
NCL,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.861559
NCL,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:07.964984
NCL,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.068344
NCL,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.171776
NCL,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.275046
NCL,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.379095
NCL,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.481439
NCL,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.601153
NCL,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.756863
NCL,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:08.860034
NOTCH3,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:08.963561
NOTCH3,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:09.297228
NOTCH3,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:10.542467
NOTCH3,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:10.876618
NOTCH3,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:11.454798
NOTCH3,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:11.557201
NR3C1,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:11.678386
NR3C1,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:11.797451
NR3C1,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:11.898917
NR3C1,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.001011
NR3C1,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.103254
NR3C1,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.203714
NR3C1,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.322661
NR3C1,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.443744
NR3C1,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.546872
NR5A2,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.703716
NR5A2,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.825080
NR5A2,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:12.928217
NR5A2,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.032383
NR5A2,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.137202
NR5A2,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.242183
NR5A2,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.364591
NR5A2,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.489507
NR5A2,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.596113
NRAS,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.757050
NRAS,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.879323
NRAS,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:13.983435
NRAS,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.087854
NRAS,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.192868
NRAS,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.296912
NRAS,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.418086
NRAS,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.540071
NRAS,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.645094
NTN1,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.802255
NTN1,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:14.924248
NTN1,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.026369
NTN1,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.129102
NTN1,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.231507
NTN1,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.334025
NTN1,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.455425
NTN1,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.576639
NTN1,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.680816
NUTF2,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.829136
NUTF2,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:15.932009
NUTF2,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.031424
NUTF2,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.130494
NUTF2,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.231753
NUTF2,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.346344
NUTF2,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.444533
NUTF2,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.541416
NUTF2,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.658538
NUTF2,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.776563
NUTF2,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.874687
NUTF2,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:16.976070
NUTF2,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.077364
NUTF2,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.178139
NUTF2,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.279006
NUTF2,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.380935
NUTF2,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.535666
NUTF2,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.652517
NUTF2,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.788784
NUTF2,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.889454
NUTF2,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:17.991445
NUTF2,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.093592
NUTF2,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.193958
NUTF2,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.295205
NUTF2,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.395859
NUTF2,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.496076
NUTF2,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.598099
NUTF2,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.716200
NUTF2,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.867687
NUTF2,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:03:18.969002
P2RX7,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:19.295474
P2RX7,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:20.577855
P2RX7,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:20.913684
P2RX7,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:21.480353
P2RX7,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:21.582932
PDCD1LG2,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:22.604238
PDCD1LG2,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:23.399673
PDCD1LG2,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:03:23.737512
